'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:00.070',-0.785,-0.247,-0.526,-0.579,-0.916,-0.251
'0:00.072',-0.778,-0.252,-0.524,-0.566,-0.904,-0.254
'0:00.074',-0.767,-0.255,-0.524,-0.557,-0.893,-0.252
'0:00.076',-0.772,-0.248,-0.520,-0.553,-0.880,-0.243
'0:00.078',-0.766,-0.232,-0.508,-0.549,-0.859,-0.226
'0:00.080',-0.750,-0.214,-0.492,-0.537,-0.829,-0.206
'0:00.082',-0.752,-0.193,-0.476,-0.520,-0.795,-0.185
'0:00.084',-0.761,-0.173,-0.459,-0.506,-0.766,-0.166
'0:00.086',-0.750,-0.158,-0.449,-0.501,-0.750,-0.155
'0:00.088',-0.772,-0.152,-0.451,-0.505,-0.744,-0.152
'0:00.090',-0.751,-0.154,-0.462,-0.510,-0.742,-0.154
'0:00.092',-0.770,-0.157,-0.473,-0.512,-0.739,-0.158
'0:00.094',-0.782,-0.157,-0.482,-0.514,-0.734,-0.158
'0:00.096',-0.765,-0.157,-0.490,-0.516,-0.728,-0.154
'0:00.098',-0.785,-0.150,-0.491,-0.512,-0.718,-0.143
'0:00.100',-0.797,-0.135,-0.482,-0.502,-0.704,-0.126
'0:00.102',-0.799,-0.116,-0.470,-0.491,-0.695,-0.111
'0:00.104',-0.827,-0.106,-0.466,-0.487,-0.697,-0.110
'0:00.106',-0.841,-0.111,-0.476,-0.498,-0.713,-0.121
'0:00.108',-0.846,-0.131,-0.502,-0.519,-0.736,-0.147
'0:00.110',-0.845,-0.161,-0.532,-0.543,-0.758,-0.174
'0:00.112',-0.875,-0.185,-0.549,-0.560,-0.769,-0.193
'0:00.114',-0.916,-0.198,-0.553,-0.575,-0.773,-0.206
'0:00.116',-0.954,-0.217,-0.569,-0.592,-0.787,-0.235
'0:00.118',-0.981,-0.256,-0.610,-0.612,-0.810,-0.283
'0:00.120',-0.997,-0.308,-0.658,-0.627,-0.833,-0.332
'0:00.122',-1.007,-0.350,-0.694,-0.628,-0.846,-0.365
'0:00.124',-0.990,-0.370,-0.702,-0.614,-0.844,-0.371
'0:00.126',-0.969,-0.363,-0.686,-0.590,-0.830,-0.353
'0:00.128',-0.968,-0.337,-0.650,-0.561,-0.802,-0.320
'0:00.130',-0.954,-0.300,-0.606,-0.538,-0.769,-0.281
'0:00.132',-0.898,-0.261,-0.561,-0.518,-0.729,-0.241
'0:00.134',-0.855,-0.217,-0.515,-0.489,-0.675,-0.194
'0:00.136',-0.834,-0.169,-0.466,-0.449,-0.613,-0.145
'0:00.138',-0.795,-0.127,-0.431,-0.408,-0.561,-0.112
'0:00.140',-0.774,-0.106,-0.416,-0.378,-0.528,-0.102
'0:00.142',-0.754,-0.101,-0.409,-0.362,-0.514,-0.104
'0:00.144',-0.744,-0.102,-0.399,-0.358,-0.511,-0.107
'0:00.146',-0.737,-0.106,-0.388,-0.361,-0.513,-0.113
'0:00.148',-0.727,-0.117,-0.381,-0.370,-0.516,-0.125
'0:00.150',-0.723,-0.135,-0.376,-0.378,-0.512,-0.140
'0:00.152',-0.724,-0.146,-0.366,-0.374,-0.498,-0.147
'0:00.154',-0.706,-0.142,-0.348,-0.365,-0.476,-0.141
'0:00.156',-0.688,-0.129,-0.325,-0.354,-0.455,-0.126
'0:00.158',-0.684,-0.115,-0.304,-0.346,-0.441,-0.110
'0:00.160',-0.685,-0.104,-0.288,-0.341,-0.433,-0.099
'0:00.162',-0.678,-0.097,-0.283,-0.339,-0.430,-0.096
'0:00.164',-0.686,-0.096,-0.287,-0.338,-0.434,-0.101
'0:00.166',-0.681,-0.102,-0.299,-0.338,-0.444,-0.109
'0:00.168',-0.691,-0.112,-0.313,-0.340,-0.457,-0.120
'0:00.170',-0.684,-0.126,-0.326,-0.347,-0.467,-0.132
'0:00.172',-0.705,-0.135,-0.333,-0.356,-0.470,-0.138
'0:00.174',-0.702,-0.137,-0.331,-0.359,-0.464,-0.135
'0:00.176',-0.712,-0.132,-0.326,-0.353,-0.453,-0.127
'0:00.178',-0.698,-0.124,-0.319,-0.339,-0.443,-0.121
'0:00.180',-0.676,-0.116,-0.311,-0.326,-0.436,-0.110
'0:00.182',-0.672,-0.102,-0.295,-0.320,-0.431,-0.092
'0:00.184',-0.661,-0.080,-0.270,-0.316,-0.425,-0.068
'0:00.186',-0.652,-0.059,-0.248,-0.311,-0.419,-0.051
'0:00.188',-0.647,-0.048,-0.238,-0.308,-0.418,-0.048
'0:00.190',-0.639,-0.050,-0.240,-0.306,-0.418,-0.054
'0:00.192',-0.640,-0.058,-0.248,-0.306,-0.414,-0.061
'0:00.194',-0.634,-0.063,-0.252,-0.304,-0.403,-0.063
'0:00.196',-0.629,-0.060,-0.254,-0.299,-0.388,-0.057
'0:00.198',-0.636,-0.052,-0.252,-0.291,-0.372,-0.048
'0:00.200',-0.645,-0.042,-0.248,-0.284,-0.358,-0.036
'0:00.202',-0.645,-0.031,-0.244,-0.279,-0.349,-0.026
'0:00.204',-0.651,-0.021,-0.240,-0.275,-0.345,-0.020
'0:00.206',-0.660,-0.017,-0.239,-0.273,-0.350,-0.019
'0:00.208',-0.676,-0.022,-0.248,-0.269,-0.361,-0.030
'0:00.210',-0.678,-0.041,-0.270,-0.264,-0.371,-0.052
'0:00.212',-0.675,-0.066,-0.294,-0.262,-0.372,-0.076
'0:00.214',-0.678,-0.085,-0.309,-0.256,-0.361,-0.090
'0:00.216',-0.677,-0.091,-0.305,-0.248,-0.340,-0.093
'0:00.218',-0.682,-0.090,-0.287,-0.241,-0.319,-0.091
'0:00.220',-0.693,-0.089,-0.271,-0.238,-0.309,-0.093
'0:00.222',-0.705,-0.094,-0.266,-0.240,-0.312,-0.101
'0:00.224',-0.714,-0.108,-0.276,-0.247,-0.327,-0.116
'0:00.226',-0.716,-0.126,-0.292,-0.255,-0.347,-0.136
'0:00.228',-0.726,-0.147,-0.314,-0.268,-0.367,-0.157
'0:00.230',-0.724,-0.168,-0.336,-0.283,-0.388,-0.176
'0:00.232',-0.745,-0.183,-0.356,-0.299,-0.398,-0.188
'0:00.234',-0.754,-0.190,-0.367,-0.308,-0.396,-0.189
'0:00.236',-0.756,-0.186,-0.368,-0.311,-0.385,-0.182
'0:00.238',-0.779,-0.177,-0.363,-0.311,-0.370,-0.171
'0:00.240',-0.782,-0.166,-0.359,-0.310,-0.360,-0.160
'0:00.242',-0.776,-0.156,-0.362,-0.308,-0.354,-0.153
'0:00.244',-0.782,-0.151,-0.371,-0.304,-0.349,-0.151
'0:00.246',-0.758,-0.150,-0.376,-0.295,-0.341,-0.151
'0:00.248',-0.757,-0.147,-0.374,-0.279,-0.324,-0.147
'0:00.250',-0.746,-0.142,-0.366,-0.263,-0.303,-0.140
'0:00.252',-0.707,-0.132,-0.355,-0.248,-0.278,-0.124
'0:00.254',-0.698,-0.115,-0.331,-0.234,-0.251,-0.102
'0:00.256',-0.683,-0.090,-0.294,-0.220,-0.223,-0.076
'0:00.258',-0.661,-0.065,-0.255,-0.201,-0.199,-0.054
'0:00.260',-0.643,-0.042,-0.228,-0.181,-0.177,-0.032
'0:00.262',-0.631,-0.021,-0.216,-0.163,-0.161,-0.014
'0:00.264',-0.623,-0.003,-0.212,-0.150,-0.155,-0.001
'0:00.266',-0.626,0.004,-0.214,-0.143,-0.159,0.001
'0:00.268',-0.618,-0.001,-0.224,-0.143,-0.167,-0.007
'0:00.270',-0.624,-0.014,-0.239,-0.147,-0.174,-0.023
'0:00.272',-0.631,-0.030,-0.256,-0.149,-0.174,-0.037
'0:00.274',-0.628,-0.040,-0.260,-0.144,-0.161,-0.041
'0:00.276',-0.625,-0.036,-0.252,-0.136,-0.136,-0.029
'0:00.278',-0.640,-0.020,-0.235,-0.128,-0.108,-0.012
'0:00.280',-0.637,-0.005,-0.223,-0.119,-0.087,-0.002
'0:00.282',-0.626,-0.001,-0.223,-0.112,-0.081,-0.004
'0:00.284',-0.611,-0.006,-0.225,-0.105,-0.090,-0.013
'0:00.286',-0.618,-0.013,-0.223,-0.105,-0.110,-0.018
'0:00.288',-0.607,-0.021,-0.216,-0.119,-0.136,-0.024
'0:00.290',-0.621,-0.032,-0.217,-0.148,-0.169,-0.039
'0:00.292',-0.623,-0.047,-0.230,-0.184,-0.201,-0.054
'0:00.294',-0.627,-0.060,-0.246,-0.212,-0.222,-0.065
'0:00.296',-0.610,-0.063,-0.256,-0.224,-0.229,-0.059
'0:00.298',-0.603,-0.051,-0.250,-0.220,-0.221,-0.041
'0:00.300',-0.597,-0.028,-0.228,-0.210,-0.205,-0.016
'0:00.302',-0.607,-0.005,-0.206,-0.206,-0.192,0.002
'0:00.304',-0.605,0.009,-0.196,-0.206,-0.188,0.009
'0:00.306',-0.591,0.009,-0.197,-0.207,-0.190,0.004
'0:00.308',-0.584,-0.001,-0.202,-0.206,-0.195,-0.007
'0:00.310',-0.568,-0.013,-0.204,-0.204,-0.198,-0.018
'0:00.312',-0.556,-0.019,-0.203,-0.200,-0.195,-0.018
'0:00.314',-0.571,-0.016,-0.196,-0.196,-0.187,-0.012
'0:00.316',-0.590,-0.011,-0.188,-0.202,-0.186,-0.013
'0:00.318',-0.603,-0.016,-0.190,-0.222,-0.201,-0.026
'0:00.320',-0.639,-0.037,-0.203,-0.259,-0.232,-0.054
'0:00.322',-0.719,-0.075,-0.236,-0.306,-0.277,-0.100
'0:00.324',-0.788,-0.135,-0.298,-0.366,-0.342,-0.177
'0:00.326',-0.881,-0.228,-0.397,-0.442,-0.430,-0.287
'0:00.328',-1.008,-0.349,-0.521,-0.535,-0.536,-0.416
'0:00.330',-1.141,-0.485,-0.663,-0.633,-0.648,-0.558
'0:00.332',-1.286,-0.631,-0.821,-0.730,-0.761,-0.705
'0:00.334',-1.379,-0.780,-0.991,-0.811,-0.860,-0.848
'0:00.336',-1.484,-0.910,-1.142,-0.847,-0.921,-0.959
'0:00.338',-1.558,-0.997,-1.245,-0.816,-0.924,-1.018
'0:00.340',-1.587,-1.025,-1.294,-0.707,-0.857,-1.018
'0:00.342',-1.556,-0.995,-1.294,-0.526,-0.726,-0.961
'0:00.344',-1.494,-0.911,-1.248,-0.288,-0.543,-0.853
'0:00.346',-1.431,-0.781,-1.155,-0.011,-0.321,-0.702
'0:00.348',-1.288,-0.619,-1.031,0.279,-0.086,-0.532
'0:00.350',-1.063,-0.442,-0.891,0.564,0.150,-0.348
'0:00.352',-0.809,-0.245,-0.723,0.839,0.397,-0.128
'0:00.354',-0.588,0.002,-0.488,1.099,0.659,0.142
'0:00.356',-0.433,0.284,-0.191,1.293,0.886,0.416
'0:00.358',-0.300,0.525,0.086,1.353,0.997,0.603
'0:00.360',-0.140,0.644,0.256,1.263,0.968,0.658
'0:00.362',0.028,0.649,0.317,1.096,0.863,0.637
'0:00.364',0.152,0.629,0.354,0.948,0.775,0.635
'0:00.366',0.229,0.653,0.436,0.855,0.733,0.680
'0:00.368',0.216,0.705,0.537,0.774,0.696,0.715
'0:00.370',0.159,0.710,0.581,0.658,0.613,0.678
'0:00.372',0.074,0.629,0.524,0.504,0.483,0.563
'0:00.374',-0.008,0.493,0.402,0.345,0.342,0.422
'0:00.376',-0.016,0.358,0.279,0.213,0.225,0.305
'0:00.378',-0.060,0.258,0.192,0.114,0.139,0.221
'0:00.380',-0.098,0.189,0.136,0.045,0.078,0.163
'0:00.382',-0.188,0.140,0.101,-0.004,0.034,0.120
'0:00.384',-0.255,0.108,0.081,-0.038,0.001,0.095
'0:00.386',-0.268,0.090,0.071,-0.059,-0.018,0.081
'0:00.388',-0.249,0.078,0.063,-0.067,-0.028,0.074
'0:00.390',-0.242,0.068,0.057,-0.068,-0.032,0.065
'0:00.392',-0.246,0.059,0.053,-0.068,-0.035,0.055
'0:00.394',-0.241,0.054,0.051,-0.071,-0.035,0.052
'0:00.396',-0.222,0.056,0.048,-0.074,-0.031,0.058
'0:00.398',-0.215,0.065,0.049,-0.074,-0.021,0.071
'0:00.400',-0.208,0.078,0.053,-0.071,-0.010,0.084
'0:00.402',-0.215,0.090,0.057,-0.067,-0.007,0.093
'0:00.404',-0.222,0.096,0.056,-0.067,-0.014,0.097
'0:00.406',-0.221,0.098,0.054,-0.068,-0.024,0.096
'0:00.408',-0.201,0.094,0.053,-0.073,-0.034,0.090
'0:00.410',-0.205,0.085,0.053,-0.081,-0.041,0.079
'0:00.412',-0.195,0.076,0.056,-0.092,-0.045,0.073
'0:00.414',-0.177,0.071,0.059,-0.098,-0.042,0.073
'0:00.416',-0.170,0.077,0.069,-0.097,-0.032,0.082
'0:00.418',-0.156,0.090,0.088,-0.094,-0.024,0.096
'0:00.420',-0.151,0.102,0.109,-0.094,-0.025,0.107
'0:00.422',-0.148,0.111,0.121,-0.094,-0.034,0.112
'0:00.424',-0.129,0.113,0.117,-0.094,-0.044,0.114
'0:00.426',-0.111,0.116,0.113,-0.088,-0.049,0.120
'0:00.428',-0.111,0.123,0.118,-0.080,-0.046,0.129
'0:00.430',-0.096,0.135,0.130,-0.071,-0.037,0.140
'0:00.432',-0.096,0.144,0.143,-0.067,-0.031,0.146
'0:00.434',-0.106,0.146,0.145,-0.068,-0.032,0.146
'0:00.436',-0.108,0.144,0.141,-0.069,-0.038,0.142
'0:00.438',-0.112,0.142,0.137,-0.069,-0.044,0.140
'0:00.440',-0.161,0.138,0.132,-0.073,-0.054,0.130
'0:00.442',-0.202,0.120,0.108,-0.085,-0.081,0.096
'0:00.444',-0.248,0.069,0.050,-0.107,-0.129,0.030
'0:00.446',-0.301,-0.011,-0.036,-0.137,-0.186,-0.058
'0:00.448',-0.300,-0.097,-0.121,-0.162,-0.234,-0.136
'0:00.450',-0.311,-0.160,-0.175,-0.175,-0.255,-0.179
'0:00.452',-0.321,-0.185,-0.184,-0.171,-0.246,-0.179
'0:00.454',-0.317,-0.170,-0.156,-0.155,-0.216,-0.150
'0:00.456',-0.317,-0.130,-0.112,-0.127,-0.180,-0.105
'0:00.458',-0.272,-0.082,-0.064,-0.092,-0.139,-0.057
'0:00.460',-0.218,-0.028,-0.013,-0.056,-0.095,-0.003
'0:00.462',-0.180,0.027,0.040,-0.021,-0.051,0.053
'0:00.464',-0.148,0.076,0.083,0.004,-0.021,0.095
'0:00.466',-0.126,0.104,0.103,0.013,-0.013,0.110
'0:00.468',-0.115,0.104,0.095,0.008,-0.024,0.098
'0:00.470',-0.114,0.086,0.071,-0.007,-0.036,0.077
'0:00.472',-0.093,0.068,0.053,-0.022,-0.036,0.063
'0:00.474',-0.087,0.061,0.048,-0.031,-0.024,0.064
'0:00.476',-0.094,0.069,0.061,-0.032,-0.006,0.078
'0:00.478',-0.115,0.088,0.083,-0.027,0.009,0.097
'0:00.480',-0.132,0.106,0.102,-0.020,0.016,0.111
'0:00.482',-0.133,0.114,0.104,-0.015,0.011,0.115
'0:00.484',-0.129,0.112,0.089,-0.017,-0.001,0.109
'0:00.486',-0.139,0.104,0.065,-0.026,-0.016,0.100
'0:00.488',-0.143,0.097,0.037,-0.042,-0.027,0.092
'0:00.490',-0.140,0.091,0.011,-0.057,-0.034,0.090
'0:00.492',-0.140,0.091,-0.007,-0.065,-0.031,0.095
'0:00.494',-0.140,0.101,-0.006,-0.065,-0.017,0.110
'0:00.496',-0.130,0.117,0.014,-0.059,0.002,0.126
'0:00.498',-0.142,0.132,0.046,-0.048,0.019,0.137
'0:00.500',-0.136,0.141,0.069,-0.034,0.029,0.140
'0:00.502',-0.133,0.139,0.074,-0.024,0.027,0.132
'0:00.504',-0.122,0.124,0.059,-0.020,0.017,0.116
'0:00.506',-0.099,0.108,0.041,-0.020,0.004,0.100
'0:00.508',-0.092,0.096,0.035,-0.018,-0.008,0.091
'0:00.510',-0.084,0.093,0.042,-0.016,-0.013,0.091
'0:00.512',-0.078,0.093,0.053,-0.012,-0.011,0.096
'0:00.514',-0.089,0.098,0.066,-0.005,-0.002,0.103
'0:00.516',-0.086,0.107,0.077,0.003,0.014,0.115
'0:00.518',-0.043,0.121,0.086,0.011,0.032,0.129
'0:00.520',-0.041,0.140,0.099,0.020,0.050,0.151
'0:00.522',-0.031,0.164,0.120,0.036,0.062,0.175
'0:00.524',-0.024,0.183,0.137,0.053,0.065,0.188
'0:00.526',-0.021,0.189,0.141,0.065,0.060,0.189
'0:00.528',-0.021,0.185,0.131,0.060,0.046,0.183
'0:00.530',-0.023,0.181,0.117,0.047,0.032,0.181
'0:00.532',-0.023,0.181,0.104,0.034,0.027,0.181
'0:00.534',-0.011,0.182,0.096,0.029,0.031,0.183
'0:00.536',-0.011,0.185,0.097,0.035,0.039,0.187
'0:00.538',-0.021,0.191,0.107,0.051,0.049,0.194
'0:00.540',-0.020,0.198,0.122,0.068,0.054,0.201
'0:00.542',-0.028,0.200,0.134,0.082,0.057,0.197
'0:00.544',-0.036,0.192,0.135,0.088,0.057,0.183
'0:00.546',-0.038,0.174,0.117,0.082,0.054,0.161
'0:00.548',-0.046,0.150,0.089,0.069,0.046,0.141
'0:00.550',-0.046,0.129,0.062,0.054,0.038,0.124
'0:00.552',-0.047,0.117,0.048,0.042,0.040,0.114
'0:00.554',-0.058,0.113,0.045,0.039,0.051,0.111
'0:00.556',-0.067,0.114,0.049,0.043,0.070,0.114
'0:00.558',-0.085,0.114,0.051,0.048,0.084,0.113
'0:00.560',-0.087,0.106,0.050,0.049,0.086,0.100
'0:00.562',-0.084,0.090,0.046,0.041,0.076,0.078
'0:00.564',-0.083,0.067,0.042,0.028,0.057,0.052
'0:00.566',-0.100,0.043,0.034,0.012,0.035,0.031
'0:00.568',-0.094,0.022,0.022,-0.003,0.017,0.012
'0:00.570',-0.101,0.007,0.006,-0.016,0.008,0.000
'0:00.572',-0.108,-0.004,-0.010,-0.023,0.009,-0.004
'0:00.574',-0.101,-0.005,-0.018,-0.022,0.021,-0.002
'0:00.576',-0.083,0.002,-0.016,-0.021,0.033,0.008
'0:00.578',-0.086,0.015,0.000,-0.021,0.041,0.023
'0:00.580',-0.078,0.031,0.025,-0.021,0.041,0.036
'0:00.582',-0.071,0.040,0.047,-0.025,0.034,0.038
'0:00.584',-0.066,0.035,0.057,-0.033,0.017,0.029
'0:00.586',-0.049,0.022,0.057,-0.048,-0.001,0.016
'0:00.588',-0.051,0.011,0.053,-0.068,-0.017,0.007
'0:00.590',-0.049,0.003,0.045,-0.086,-0.029,0.001
'0:00.592',-0.037,-0.003,0.035,-0.097,-0.034,-0.006
'0:00.594',-0.035,-0.007,0.027,-0.099,-0.030,-0.009
'0:00.596',-0.038,-0.006,0.031,-0.094,-0.015,-0.001
'0:00.598',-0.027,0.005,0.045,-0.087,0.000,0.014
'0:00.600',-0.027,0.021,0.065,-0.078,0.011,0.029
'0:00.602',-0.044,0.033,0.081,-0.073,0.011,0.038
'0:00.604',-0.036,0.035,0.082,-0.074,0.000,0.031
'0:00.606',-0.034,0.023,0.065,-0.081,-0.015,0.017
'0:00.608',-0.023,0.009,0.046,-0.087,-0.026,0.005
'0:00.610',-0.027,-0.001,0.036,-0.095,-0.030,0.001
'0:00.612',-0.029,-0.003,0.038,-0.105,-0.033,-0.001
'0:00.614',-0.065,-0.002,0.040,-0.112,-0.035,-0.004
'0:00.616',-0.059,-0.005,0.027,-0.112,-0.038,-0.009
'0:00.618',-0.048,-0.009,0.009,-0.105,-0.041,-0.007
'0:00.620',-0.046,-0.003,0.003,-0.093,-0.042,0.007
'0:00.622',-0.042,0.020,0.022,-0.084,-0.045,0.031
'0:00.624',-0.053,0.042,0.048,-0.083,-0.051,0.046
'0:00.626',-0.069,0.047,0.052,-0.095,-0.063,0.041
'0:00.628',-0.063,0.033,0.031,-0.114,-0.078,0.024
'0:00.630',-0.071,0.013,0.002,-0.131,-0.090,0.005
'0:00.632',-0.063,-0.002,-0.015,-0.143,-0.097,-0.006
'0:00.634',-0.047,-0.009,-0.020,-0.150,-0.096,-0.010
'0:00.636',-0.060,-0.008,-0.016,-0.150,-0.089,-0.006
'0:00.638',-0.066,0.000,-0.009,-0.144,-0.076,0.004
'0:00.640',-0.060,0.009,-0.001,-0.136,-0.058,0.013
'0:00.642',-0.051,0.017,0.011,-0.135,-0.045,0.019
'0:00.644',-0.031,0.019,0.027,-0.140,-0.042,0.017
'0:00.646',-0.019,0.014,0.040,-0.145,-0.047,0.008
'0:00.648',-0.005,0.003,0.048,-0.147,-0.054,-0.004
'0:00.650',0.011,-0.008,0.055,-0.144,-0.060,-0.012
'0:00.652',0.022,-0.014,0.066,-0.137,-0.060,-0.012
'0:00.654',0.036,-0.009,0.079,-0.130,-0.053,-0.003
'0:00.656',0.042,0.002,0.090,-0.125,-0.046,0.009
'0:00.658',0.036,0.014,0.097,-0.120,-0.042,0.020
'0:00.660',0.031,0.024,0.098,-0.114,-0.041,0.030
'0:00.662',0.029,0.033,0.094,-0.106,-0.045,0.037
'0:00.664',0.008,0.039,0.084,-0.096,-0.052,0.038
'0:00.666',-0.016,0.034,0.066,-0.084,-0.064,0.026
'0:00.668',-0.031,0.012,0.033,-0.074,-0.082,-0.001
'0:00.670',-0.045,-0.020,-0.007,-0.068,-0.103,-0.034
'0:00.672',-0.045,-0.047,-0.038,-0.066,-0.116,-0.052
'0:00.674',-0.059,-0.052,-0.045,-0.065,-0.114,-0.049
'0:00.676',-0.071,-0.041,-0.034,-0.065,-0.103,-0.036
'0:00.678',-0.081,-0.029,-0.023,-0.065,-0.094,-0.028
'0:00.680',-0.082,-0.027,-0.022,-0.065,-0.093,-0.030
'0:00.682',-0.074,-0.031,-0.027,-0.062,-0.093,-0.032
'0:00.684',-0.075,-0.031,-0.028,-0.061,-0.093,-0.030
'0:00.686',-0.081,-0.029,-0.025,-0.063,-0.097,-0.031
'0:00.688',-0.075,-0.036,-0.031,-0.074,-0.112,-0.045
'0:00.690',-0.099,-0.056,-0.049,-0.094,-0.135,-0.071
'0:00.692',-0.108,-0.084,-0.074,-0.117,-0.156,-0.097
'0:00.694',-0.135,-0.108,-0.095,-0.136,-0.168,-0.116
'0:00.696',-0.118,-0.121,-0.111,-0.149,-0.169,-0.123
'0:00.698',-0.136,-0.123,-0.121,-0.156,-0.166,-0.120
'0:00.700',-0.150,-0.112,-0.122,-0.157,-0.166,-0.106
'0:00.702',-0.160,-0.099,-0.122,-0.157,-0.170,-0.093
'0:00.704',-0.149,-0.087,-0.124,-0.160,-0.180,-0.084
'0:00.706',-0.138,-0.080,-0.124,-0.166,-0.188,-0.075
'0:00.708',-0.113,-0.071,-0.118,-0.170,-0.190,-0.067
'0:00.710',-0.116,-0.063,-0.104,-0.168,-0.181,-0.059
'0:00.712',-0.083,-0.054,-0.085,-0.156,-0.161,-0.049
'0:00.714',-0.059,-0.041,-0.064,-0.137,-0.134,-0.034
'0:00.716',-0.043,-0.024,-0.041,-0.114,-0.104,-0.018
'0:00.718',-0.027,-0.012,-0.016,-0.091,-0.074,-0.007
'0:00.720',0.004,-0.006,0.007,-0.063,-0.049,-0.005
'0:00.722',0.012,-0.006,0.025,-0.034,-0.026,-0.007
'0:00.724',0.035,-0.006,0.040,-0.008,-0.008,-0.004
'0:00.726',0.027,-0.002,0.051,0.011,0.002,-0.001
'0:00.728',0.042,-0.001,0.053,0.021,0.007,0.001
'0:00.730',0.055,-0.002,0.048,0.027,0.013,0.000
'0:00.732',0.052,0.001,0.045,0.033,0.025,0.006
'0:00.734',0.049,0.011,0.047,0.041,0.041,0.018
'0:00.736',0.056,0.022,0.051,0.048,0.061,0.029
'0:00.738',0.070,0.032,0.053,0.053,0.079,0.035
'0:00.740',0.074,0.037,0.060,0.056,0.096,0.040
'0:00.742',0.080,0.041,0.074,0.058,0.107,0.043
'0:00.744',0.091,0.044,0.089,0.056,0.108,0.045
'0:00.746',0.115,0.046,0.102,0.052,0.101,0.046
'0:00.748',0.123,0.048,0.112,0.046,0.093,0.048
'0:00.750',0.140,0.049,0.122,0.040,0.086,0.049
'0:00.752',0.150,0.052,0.137,0.033,0.085,0.055
'0:00.754',0.155,0.059,0.155,0.030,0.090,0.063
'0:00.756',0.148,0.066,0.161,0.029,0.094,0.067
'0:00.758',0.171,0.065,0.155,0.022,0.091,0.065
'0:00.760',0.140,0.059,0.146,0.008,0.079,0.058
'0:00.762',0.135,0.054,0.141,-0.014,0.063,0.049
'0:00.764',0.120,0.044,0.133,-0.032,0.047,0.034
'0:00.766',0.083,0.024,0.109,-0.048,0.027,0.009
'0:00.768',0.040,-0.010,0.072,-0.069,-0.005,-0.032
'0:00.770',-0.002,-0.062,0.025,-0.099,-0.049,-0.091
'0:00.772',-0.019,-0.125,-0.031,-0.133,-0.096,-0.156
'0:00.774',-0.044,-0.181,-0.081,-0.157,-0.129,-0.203
'0:00.776',-0.041,-0.213,-0.111,-0.161,-0.140,-0.220
'0:00.778',-0.074,-0.217,-0.116,-0.150,-0.133,-0.214
'0:00.780',-0.071,-0.205,-0.102,-0.139,-0.120,-0.197
'0:00.782',-0.066,-0.189,-0.081,-0.143,-0.114,-0.183
