'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:00.118',0.134,0.049,0.052,0.038,-0.069,0.051
'0:00.120',0.130,0.053,0.055,0.041,-0.061,0.060
'0:00.122',0.111,0.067,0.064,0.049,-0.048,0.073
'0:00.124',0.118,0.076,0.069,0.052,-0.043,0.075
'0:00.126',0.102,0.072,0.064,0.051,-0.048,0.066
'0:00.128',0.091,0.060,0.053,0.050,-0.056,0.054
'0:00.130',0.064,0.046,0.036,0.051,-0.060,0.042
'0:00.132',0.075,0.035,0.011,0.054,-0.060,0.031
'0:00.134',0.063,0.026,-0.017,0.056,-0.060,0.025
'0:00.136',0.062,0.025,-0.036,0.058,-0.057,0.028
'0:00.138',0.091,0.033,-0.035,0.063,-0.048,0.041
'0:00.140',0.106,0.054,-0.009,0.077,-0.029,0.067
'0:00.142',0.122,0.085,0.039,0.099,-0.001,0.102
'0:00.144',0.140,0.120,0.093,0.123,0.028,0.136
'0:00.146',0.160,0.147,0.134,0.139,0.047,0.158
'0:00.148',0.185,0.162,0.154,0.148,0.056,0.167
'0:00.150',0.195,0.166,0.161,0.147,0.055,0.163
'0:00.152',0.204,0.158,0.158,0.141,0.048,0.150
'0:00.154',0.214,0.142,0.143,0.130,0.038,0.133
'0:00.156',0.214,0.126,0.124,0.122,0.033,0.120
'0:00.158',0.207,0.116,0.112,0.117,0.034,0.117
'0:00.160',0.189,0.118,0.116,0.116,0.040,0.123
'0:00.162',0.196,0.128,0.130,0.116,0.046,0.134
'0:00.164',0.192,0.140,0.141,0.116,0.053,0.145
'0:00.166',0.190,0.150,0.146,0.117,0.063,0.154
'0:00.168',0.206,0.159,0.151,0.121,0.076,0.166
'0:00.170',0.212,0.170,0.158,0.125,0.088,0.177
'0:00.172',0.220,0.181,0.168,0.120,0.088,0.184
'0:00.174',0.223,0.181,0.172,0.106,0.075,0.177
'0:00.176',0.231,0.173,0.169,0.093,0.060,0.166
'0:00.178',0.240,0.166,0.166,0.086,0.058,0.162
'0:00.180',0.246,0.166,0.172,0.086,0.066,0.168
'0:00.182',0.251,0.172,0.188,0.089,0.076,0.179
'0:00.184',0.256,0.182,0.204,0.093,0.083,0.189
'0:00.186',0.239,0.193,0.216,0.100,0.090,0.197
'0:00.188',0.247,0.200,0.217,0.106,0.098,0.201
'0:00.190',0.248,0.201,0.209,0.113,0.105,0.201
'0:00.192',0.262,0.201,0.200,0.118,0.114,0.201
'0:00.194',0.273,0.203,0.199,0.122,0.123,0.202
'0:00.196',0.264,0.207,0.206,0.125,0.132,0.207
'0:00.198',0.262,0.212,0.216,0.128,0.142,0.215
'0:00.200',0.266,0.221,0.223,0.134,0.152,0.226
'0:00.202',0.265,0.232,0.229,0.138,0.157,0.236
'0:00.204',0.262,0.236,0.235,0.131,0.151,0.236
'0:00.206',0.261,0.231,0.237,0.113,0.137,0.226
'0:00.208',0.252,0.216,0.232,0.093,0.119,0.207
'0:00.210',0.254,0.197,0.218,0.077,0.106,0.189
'0:00.212',0.249,0.181,0.204,0.066,0.101,0.175
'0:00.214',0.250,0.169,0.196,0.062,0.103,0.166
'0:00.216',0.253,0.164,0.196,0.066,0.108,0.166
'0:00.218',0.247,0.168,0.206,0.074,0.114,0.172
'0:00.220',0.239,0.175,0.219,0.083,0.117,0.179
'0:00.222',0.232,0.181,0.228,0.085,0.114,0.180
'0:00.224',0.222,0.176,0.226,0.079,0.104,0.171
'0:00.226',0.217,0.164,0.217,0.061,0.087,0.154
'0:00.228',0.187,0.142,0.204,0.034,0.060,0.129
'0:00.230',0.118,0.111,0.181,0.000,0.022,0.088
'0:00.232',0.030,0.054,0.132,-0.053,-0.042,0.014
'0:00.234',-0.069,-0.043,0.043,-0.138,-0.151,-0.107
'0:00.236',-0.175,-0.183,-0.082,-0.256,-0.297,-0.264
'0:00.238',-0.309,-0.343,-0.220,-0.391,-0.461,-0.425
'0:00.240',-0.520,-0.501,-0.355,-0.532,-0.631,-0.584
'0:00.242',-0.787,-0.673,-0.514,-0.687,-0.827,-0.778
'0:00.244',-1.076,-0.900,-0.747,-0.867,-1.066,-1.040
'0:00.246',-1.336,-1.194,-1.072,-1.056,-1.334,-1.356
'0:00.248',-1.558,-1.511,-1.448,-1.204,-1.568,-1.653
'0:00.250',-1.707,-1.766,-1.782,-1.250,-1.689,-1.846
'0:00.252',-1.875,-1.884,-2.000,-1.148,-1.645,-1.885
'0:00.254',-2.059,-1.852,-2.095,-0.904,-1.447,-1.795
'0:00.256',-2.224,-1.726,-2.136,-0.587,-1.181,-1.654
'0:00.258',-2.311,-1.593,-2.193,-0.303,-0.956,-1.545
'0:00.260',-2.253,-1.512,-2.275,-0.123,-0.825,-1.487
'0:00.262',-2.011,-1.461,-2.313,-0.023,-0.736,-1.420
'0:00.264',-1.705,-1.353,-2.213,0.073,-0.593,-1.252
'0:00.266',-1.388,-1.118,-1.923,0.214,-0.355,-0.951
'0:00.268',-1.056,-0.765,-1.477,0.375,-0.061,-0.566
'0:00.270',-0.676,-0.366,-0.967,0.516,0.227,-0.169
'0:00.272',-0.324,0.019,-0.458,0.634,0.489,0.200
'0:00.274',0.002,0.367,0.010,0.737,0.715,0.516
'0:00.276',0.287,0.640,0.385,0.801,0.865,0.732
'0:00.278',0.526,0.791,0.607,0.794,0.903,0.816
'0:00.280',0.678,0.811,0.676,0.716,0.838,0.786
'0:00.282',0.740,0.745,0.647,0.605,0.724,0.701
'0:00.284',0.720,0.654,0.591,0.498,0.608,0.612
'0:00.286',0.668,0.572,0.536,0.408,0.507,0.535
'0:00.288',0.565,0.496,0.480,0.326,0.416,0.456
'0:00.290',0.425,0.414,0.411,0.248,0.331,0.373
'0:00.292',0.337,0.333,0.339,0.178,0.259,0.296
'0:00.294',0.298,0.267,0.282,0.123,0.206,0.243
'0:00.296',0.271,0.222,0.250,0.085,0.171,0.209
'0:00.298',0.280,0.197,0.237,0.061,0.148,0.189
'0:00.300',0.286,0.184,0.236,0.051,0.138,0.183
'0:00.302',0.286,0.186,0.242,0.052,0.140,0.195
'0:00.304',0.293,0.204,0.258,0.061,0.150,0.214
'0:00.306',0.325,0.225,0.275,0.069,0.154,0.231
'0:00.308',0.329,0.235,0.286,0.071,0.147,0.235
'0:00.310',0.318,0.233,0.286,0.067,0.134,0.229
'0:00.312',0.310,0.224,0.274,0.056,0.121,0.216
'0:00.314',0.299,0.208,0.253,0.041,0.106,0.201
'0:00.316',0.306,0.193,0.230,0.026,0.094,0.186
'0:00.318',0.311,0.182,0.215,0.020,0.086,0.181
'0:00.320',0.290,0.182,0.213,0.024,0.085,0.186
'0:00.322',0.298,0.189,0.220,0.029,0.087,0.194
'0:00.324',0.293,0.197,0.232,0.036,0.089,0.202
'0:00.326',0.305,0.207,0.245,0.041,0.092,0.214
'0:00.328',0.321,0.219,0.259,0.048,0.098,0.227
'0:00.330',0.306,0.231,0.272,0.049,0.099,0.234
'0:00.332',0.308,0.232,0.274,0.047,0.096,0.227
'0:00.334',0.316,0.217,0.258,0.043,0.086,0.206
'0:00.336',0.307,0.193,0.234,0.036,0.071,0.182
'0:00.338',0.309,0.172,0.216,0.029,0.057,0.164
'0:00.340',0.303,0.160,0.209,0.026,0.054,0.157
'0:00.342',0.306,0.156,0.211,0.034,0.059,0.161
'0:00.344',0.291,0.163,0.220,0.048,0.069,0.170
'0:00.346',0.290,0.175,0.229,0.061,0.078,0.179
'0:00.348',0.271,0.181,0.233,0.066,0.083,0.181
'0:00.350',0.308,0.180,0.227,0.065,0.083,0.176
'0:00.352',0.313,0.175,0.222,0.064,0.082,0.172
'0:00.354',0.318,0.175,0.225,0.066,0.086,0.177
'0:00.356',0.318,0.183,0.238,0.068,0.095,0.187
'0:00.358',0.325,0.192,0.248,0.065,0.100,0.195
'0:00.360',0.336,0.194,0.251,0.061,0.098,0.195
'0:00.362',0.345,0.191,0.253,0.060,0.095,0.191
'0:00.364',0.352,0.190,0.264,0.064,0.096,0.192
'0:00.366',0.366,0.196,0.280,0.071,0.105,0.202
'0:00.368',0.372,0.208,0.295,0.080,0.118,0.214
'0:00.370',0.363,0.218,0.305,0.092,0.133,0.220
'0:00.372',0.355,0.221,0.306,0.103,0.142,0.220
'0:00.374',0.356,0.217,0.295,0.107,0.147,0.214
'0:00.376',0.340,0.211,0.278,0.105,0.145,0.207
'0:00.378',0.338,0.204,0.255,0.103,0.141,0.201
'0:00.380',0.329,0.197,0.234,0.103,0.138,0.192
'0:00.382',0.318,0.192,0.221,0.106,0.137,0.191
'0:00.384',0.313,0.195,0.220,0.112,0.137,0.200
'0:00.386',0.302,0.206,0.227,0.119,0.141,0.212
'0:00.388',0.301,0.218,0.233,0.124,0.148,0.221
'0:00.390',0.296,0.223,0.233,0.124,0.156,0.223
'0:00.392',0.306,0.221,0.229,0.117,0.162,0.218
'0:00.394',0.322,0.214,0.227,0.113,0.167,0.213
'0:00.396',0.325,0.214,0.234,0.117,0.177,0.217
'0:00.398',0.328,0.221,0.247,0.128,0.190,0.227
'0:00.400',0.312,0.229,0.254,0.136,0.194,0.231
'0:00.402',0.313,0.229,0.249,0.136,0.186,0.226
'0:00.404',0.313,0.222,0.237,0.126,0.173,0.218
'0:00.406',0.305,0.215,0.228,0.116,0.162,0.210
'0:00.408',0.306,0.207,0.222,0.113,0.158,0.205
'0:00.410',0.285,0.203,0.220,0.119,0.163,0.200
'0:00.412',0.274,0.198,0.212,0.129,0.171,0.194
'0:00.414',0.267,0.191,0.195,0.134,0.176,0.186
'0:00.416',0.263,0.185,0.179,0.134,0.176,0.183
'0:00.418',0.280,0.185,0.175,0.132,0.180,0.190
'0:00.420',0.264,0.196,0.185,0.132,0.186,0.202
'0:00.422',0.263,0.208,0.197,0.130,0.190,0.213
'0:00.424',0.256,0.214,0.201,0.128,0.186,0.214
'0:00.426',0.246,0.208,0.199,0.123,0.174,0.204
'0:00.428',0.248,0.198,0.192,0.116,0.160,0.193
'0:00.430',0.232,0.189,0.181,0.112,0.148,0.184
'0:00.432',0.219,0.179,0.165,0.108,0.140,0.172
'0:00.434',0.226,0.164,0.139,0.101,0.131,0.156
'0:00.436',0.209,0.150,0.119,0.094,0.126,0.148
'0:00.438',0.211,0.147,0.115,0.096,0.127,0.153
'0:00.440',0.189,0.157,0.127,0.109,0.136,0.166
'0:00.442',0.189,0.169,0.139,0.128,0.146,0.172
'0:00.444',0.196,0.172,0.138,0.145,0.154,0.171
'0:00.446',0.179,0.168,0.131,0.159,0.165,0.167
'0:00.448',0.180,0.166,0.129,0.171,0.176,0.164
'0:00.450',0.179,0.162,0.127,0.176,0.181,0.160
'0:00.452',0.173,0.154,0.116,0.174,0.174,0.148
'0:00.454',0.167,0.139,0.098,0.170,0.163,0.133
'0:00.456',0.156,0.127,0.082,0.177,0.160,0.125
'0:00.458',0.159,0.124,0.078,0.192,0.165,0.128
'0:00.460',0.157,0.131,0.084,0.208,0.166,0.135
'0:00.462',0.145,0.139,0.096,0.218,0.164,0.142
'0:00.464',0.126,0.143,0.102,0.219,0.160,0.141
'0:00.466',0.110,0.137,0.094,0.211,0.152,0.130
'0:00.468',0.106,0.122,0.075,0.201,0.138,0.110
'0:00.470',0.088,0.100,0.051,0.193,0.125,0.087
'0:00.472',0.077,0.076,0.027,0.189,0.118,0.067
'0:00.474',0.070,0.061,0.002,0.189,0.121,0.058
'0:00.476',0.057,0.056,-0.016,0.196,0.128,0.059
'0:00.478',0.037,0.064,-0.022,0.207,0.134,0.069
'0:00.480',0.027,0.076,-0.016,0.218,0.135,0.080
'0:00.482',0.004,0.084,-0.010,0.224,0.127,0.082
'0:00.484',-0.011,0.081,-0.016,0.224,0.115,0.073
'0:00.486',-0.043,0.064,-0.037,0.218,0.101,0.053
'0:00.488',-0.059,0.039,-0.072,0.209,0.087,0.029
'0:00.490',-0.090,0.015,-0.112,0.198,0.073,0.005
'0:00.492',-0.113,-0.007,-0.152,0.184,0.060,-0.019
'0:00.494',-0.140,-0.029,-0.191,0.169,0.047,-0.041
'0:00.496',-0.184,-0.050,-0.222,0.157,0.031,-0.059
'0:00.498',-0.212,-0.064,-0.244,0.145,0.014,-0.072
'0:00.500',-0.238,-0.077,-0.263,0.134,-0.004,-0.082
'0:00.502',-0.254,-0.088,-0.282,0.124,-0.022,-0.093
'0:00.504',-0.270,-0.099,-0.299,0.114,-0.038,-0.102
'0:00.506',-0.280,-0.108,-0.311,0.103,-0.050,-0.111
'0:00.508',-0.275,-0.117,-0.320,0.095,-0.058,-0.121
'0:00.510',-0.260,-0.127,-0.323,0.089,-0.061,-0.130
'0:00.512',-0.261,-0.132,-0.316,0.081,-0.060,-0.134
'0:00.514',-0.266,-0.135,-0.300,0.073,-0.059,-0.135
'0:00.516',-0.256,-0.137,-0.287,0.061,-0.060,-0.141
'0:00.518',-0.244,-0.146,-0.280,0.044,-0.072,-0.152
'0:00.520',-0.250,-0.160,-0.277,0.025,-0.092,-0.165
'0:00.522',-0.248,-0.171,-0.274,0.007,-0.115,-0.176
'0:00.524',-0.238,-0.181,-0.274,-0.007,-0.133,-0.185
'0:00.526',-0.238,-0.189,-0.281,-0.020,-0.149,-0.195
'0:00.528',-0.226,-0.197,-0.288,-0.031,-0.159,-0.199
'0:00.530',-0.214,-0.197,-0.285,-0.036,-0.159,-0.193
'0:00.532',-0.212,-0.187,-0.266,-0.035,-0.147,-0.179
'0:00.534',-0.210,-0.171,-0.241,-0.034,-0.136,-0.164
'0:00.536',-0.194,-0.160,-0.221,-0.040,-0.131,-0.158
'0:00.538',-0.175,-0.155,-0.214,-0.049,-0.132,-0.156
'0:00.540',-0.156,-0.153,-0.209,-0.058,-0.131,-0.151
'0:00.542',-0.143,-0.146,-0.193,-0.064,-0.132,-0.141
'0:00.544',-0.123,-0.136,-0.171,-0.074,-0.136,-0.131
'0:00.546',-0.111,-0.128,-0.152,-0.086,-0.141,-0.126
'0:00.548',-0.113,-0.121,-0.141,-0.093,-0.139,-0.119
'0:00.550',-0.119,-0.116,-0.138,-0.096,-0.133,-0.114
'0:00.552',-0.100,-0.114,-0.141,-0.098,-0.124,-0.113
'0:00.554',-0.081,-0.115,-0.146,-0.099,-0.118,-0.114
'0:00.556',-0.069,-0.112,-0.141,-0.099,-0.111,-0.110
'0:00.558',-0.068,-0.104,-0.125,-0.094,-0.101,-0.097
'0:00.560',-0.037,-0.089,-0.104,-0.085,-0.090,-0.080
'0:00.562',-0.021,-0.072,-0.078,-0.073,-0.076,-0.062
'0:00.564',-0.016,-0.053,-0.046,-0.061,-0.061,-0.044
'0:00.566',-0.001,-0.035,-0.019,-0.054,-0.051,-0.031
'0:00.568',0.011,-0.026,-0.007,-0.056,-0.049,-0.026
'0:00.570',0.032,-0.026,-0.010,-0.061,-0.054,-0.029
'0:00.572',0.058,-0.029,-0.012,-0.066,-0.060,-0.030
'0:00.574',0.071,-0.028,-0.004,-0.065,-0.061,-0.024
'0:00.576',0.063,-0.019,0.017,-0.061,-0.062,-0.013
'0:00.578',0.071,-0.008,0.036,-0.058,-0.060,-0.005
'0:00.580',0.073,-0.004,0.039,-0.059,-0.060,0.000
'0:00.582',0.090,0.001,0.037,-0.060,-0.057,0.008
'0:00.584',0.095,0.015,0.043,-0.055,-0.051,0.023
'0:00.586',0.105,0.030,0.059,-0.049,-0.046,0.034
'0:00.588',0.119,0.036,0.071,-0.049,-0.049,0.036
'0:00.590',0.137,0.035,0.075,-0.053,-0.049,0.038
'0:00.592',0.146,0.042,0.082,-0.053,-0.036,0.051
'0:00.594',0.150,0.063,0.102,-0.045,-0.014,0.076
'0:00.596',0.178,0.091,0.128,-0.034,0.004,0.101
'0:00.598',0.174,0.110,0.147,-0.026,0.010,0.115
'0:00.600',0.155,0.115,0.153,-0.019,0.014,0.115
'0:00.602',0.147,0.111,0.141,-0.013,0.014,0.105
'0:00.604',0.139,0.096,0.115,-0.014,0.004,0.086
'0:00.606',0.148,0.074,0.084,-0.028,-0.016,0.063
'0:00.608',0.135,0.051,0.063,-0.044,-0.037,0.041
'0:00.610',0.122,0.033,0.057,-0.051,-0.052,0.028
'0:00.612',0.105,0.024,0.061,-0.049,-0.056,0.020
'0:00.614',0.105,0.019,0.065,-0.042,-0.051,0.019
'0:00.616',0.095,0.023,0.067,-0.031,-0.039,0.028
'0:00.618',0.097,0.034,0.067,-0.018,-0.020,0.043
'0:00.620',0.103,0.048,0.067,-0.004,-0.001,0.056
'0:00.622',0.125,0.060,0.066,0.004,0.012,0.064
'0:00.624',0.128,0.069,0.069,0.008,0.024,0.074
'0:00.626',0.131,0.080,0.079,0.010,0.032,0.085
'0:00.628',0.138,0.088,0.091,0.009,0.036,0.090
'0:00.630',0.136,0.088,0.100,0.003,0.035,0.086
'0:00.632',0.126,0.081,0.102,-0.009,0.031,0.076
'0:00.634',0.118,0.070,0.096,-0.025,0.022,0.062
'0:00.636',0.131,0.057,0.082,-0.037,0.011,0.052
'0:00.638',0.149,0.050,0.069,-0.039,0.006,0.052
'0:00.640',0.148,0.057,0.071,-0.031,0.011,0.066
'0:00.642',0.141,0.075,0.091,-0.016,0.021,0.083
'0:00.644',0.140,0.089,0.112,-0.004,0.029,0.093
'0:00.646',0.136,0.093,0.121,0.000,0.031,0.092
'0:00.648',0.125,0.086,0.114,-0.003,0.025,0.081
'0:00.650',0.126,0.071,0.102,-0.009,0.013,0.064
'0:00.652',0.128,0.056,0.085,-0.018,0.001,0.049
'0:00.654',0.113,0.042,0.071,-0.027,-0.007,0.036
'0:00.656',0.106,0.031,0.057,-0.034,-0.010,0.026
'0:00.658',0.078,0.026,0.042,-0.034,-0.005,0.022
'0:00.660',0.085,0.023,0.030,-0.028,0.006,0.024
'0:00.662',0.087,0.028,0.025,-0.021,0.017,0.031
'0:00.664',0.074,0.036,0.033,-0.014,0.027,0.041
'0:00.666',0.055,0.041,0.046,-0.013,0.026,0.041
'0:00.668',0.031,0.031,0.048,-0.026,-0.002,0.015
'0:00.670',0.012,-0.010,0.027,-0.054,-0.053,-0.039
'0:00.672',-0.011,-0.072,-0.012,-0.088,-0.111,-0.105
'0:00.674',-0.024,-0.136,-0.060,-0.118,-0.159,-0.165
'0:00.676',-0.024,-0.189,-0.104,-0.141,-0.192,-0.206
'0:00.678',-0.004,-0.218,-0.129,-0.154,-0.204,-0.218
'0:00.680',-0.002,-0.207,-0.121,-0.149,-0.180,-0.187
'0:00.682',0.008,-0.156,-0.079,-0.124,-0.119,-0.118
'0:00.684',0.038,-0.076,-0.017,-0.089,-0.041,-0.034
'0:00.686',0.052,0.006,0.044,-0.054,0.032,0.041
'0:00.688',0.078,0.069,0.088,-0.030,0.080,0.088
'0:00.690',0.093,0.097,0.106,-0.021,0.094,0.100
'0:00.692',0.126,0.094,0.100,-0.023,0.080,0.086
'0:00.694',0.159,0.077,0.086,-0.027,0.058,0.069
'0:00.696',0.143,0.062,0.079,-0.033,0.040,0.056
'0:00.698',0.137,0.051,0.079,-0.039,0.022,0.046
'0:00.700',0.124,0.038,0.077,-0.048,0.007,0.033
'0:00.702',0.099,0.026,0.071,-0.052,-0.003,0.024
'0:00.704',0.087,0.021,0.064,-0.049,-0.006,0.021
'0:00.706',0.086,0.020,0.056,-0.043,-0.006,0.018
'0:00.708',0.096,0.018,0.050,-0.039,-0.007,0.017
'0:00.710',0.093,0.016,0.050,-0.039,-0.006,0.015
'0:00.712',0.081,0.016,0.054,-0.041,0.001,0.015
'0:00.714',0.080,0.016,0.057,-0.047,0.008,0.014
'0:00.716',0.079,0.012,0.053,-0.054,0.013,0.011
'0:00.718',0.082,0.011,0.045,-0.056,0.013,0.010
'0:00.720',0.069,0.013,0.039,-0.049,0.014,0.016
'0:00.722',0.052,0.020,0.035,-0.038,0.014,0.023
'0:00.724',0.042,0.022,0.023,-0.034,0.006,0.019
'0:00.726',0.042,0.013,0.003,-0.042,-0.011,0.005
'0:00.728',0.054,-0.001,-0.017,-0.049,-0.026,-0.005
'0:00.730',0.052,-0.002,-0.018,-0.048,-0.024,0.005
'0:00.732',0.067,0.017,0.004,-0.036,-0.006,0.029
'0:00.734',0.075,0.044,0.033,-0.023,0.016,0.057
'0:00.736',0.074,0.068,0.054,-0.014,0.027,0.076
'0:00.738',0.091,0.079,0.069,-0.011,0.026,0.084
'0:00.740',0.093,0.083,0.081,-0.011,0.019,0.082
'0:00.742',0.091,0.084,0.087,-0.010,0.011,0.080
'0:00.744',0.087,0.079,0.080,-0.009,0.002,0.071
'0:00.746',0.082,0.066,0.056,-0.011,-0.013,0.056
'0:00.748',0.055,0.049,0.024,-0.013,-0.024,0.043
'0:00.750',0.042,0.037,0.001,-0.014,-0.028,0.034
'0:00.752',0.047,0.032,-0.014,-0.012,-0.028,0.032
'0:00.754',0.038,0.032,-0.019,-0.011,-0.026,0.035
'0:00.756',0.037,0.039,-0.011,-0.013,-0.017,0.045
'0:00.758',0.035,0.049,0.007,-0.014,-0.006,0.054
'0:00.760',0.034,0.057,0.024,-0.011,0.001,0.059
'0:00.762',0.062,0.061,0.037,-0.004,0.005,0.064
'0:00.764',0.068,0.067,0.046,0.005,0.007,0.071
'0:00.766',0.072,0.075,0.050,0.014,0.008,0.078
'0:00.768',0.084,0.082,0.051,0.023,0.010,0.085
'0:00.770',0.103,0.088,0.053,0.031,0.013,0.090
'0:00.772',0.072,0.093,0.056,0.037,0.019,0.092
'0:00.774',0.067,0.091,0.057,0.032,0.022,0.087
'0:00.776',0.053,0.082,0.048,0.015,0.017,0.072
'0:00.778',0.060,0.063,0.026,-0.003,0.005,0.053
'0:00.780',0.069,0.047,0.008,-0.010,-0.005,0.045
'0:00.782',0.071,0.047,0.011,-0.004,-0.002,0.053
'0:00.784',0.070,0.062,0.033,0.009,0.007,0.070
'0:00.786',0.064,0.078,0.056,0.021,0.016,0.083
'0:00.788',0.054,0.086,0.066,0.025,0.017,0.085
'0:00.790',0.047,0.082,0.059,0.019,0.010,0.075
'0:00.792',0.052,0.067,0.041,0.003,-0.005,0.056
'0:00.794',0.079,0.046,0.021,-0.011,-0.016,0.038
'0:00.796',0.108,0.032,0.014,-0.013,-0.016,0.033
'0:00.798',0.114,0.036,0.032,-0.004,-0.001,0.048
'0:00.800',0.107,0.060,0.071,0.010,0.023,0.074
'0:00.802',0.106,0.087,0.111,0.021,0.041,0.096
'0:00.804',0.120,0.103,0.132,0.027,0.046,0.103
'0:00.806',0.125,0.103,0.133,0.030,0.040,0.097
'0:00.808',0.124,0.094,0.125,0.029,0.033,0.089
'0:00.810',0.124,0.083,0.112,0.021,0.022,0.078
'0:00.812',0.139,0.071,0.096,0.013,0.008,0.066
'0:00.814',0.125,0.061,0.080,0.011,0.006,0.061
'0:00.816',0.100,0.064,0.076,0.019,0.019,0.068
'0:00.818',0.087,0.072,0.077,0.029,0.033,0.075
'0:00.820',0.079,0.077,0.075,0.031,0.038,0.076
'0:00.822',0.088,0.076,0.065,0.029,0.038,0.075
'0:00.824',0.094,0.076,0.060,0.026,0.038,0.079
'0:00.826',0.098,0.083,0.066,0.021,0.040,0.090
'0:00.828',0.103,0.093,0.084,0.016,0.043,0.099
'0:00.830',0.115,0.100,0.103,0.010,0.043,0.097
'0:00.832',0.120,0.096,0.111,-0.001,0.038,0.089
'0:00.834',0.129,0.086,0.112,-0.011,0.033,0.083
'0:00.836',0.143,0.082,0.115,-0.018,0.033,0.088
'0:00.838',0.150,0.091,0.125,-0.018,0.036,0.101
'0:00.840',0.153,0.107,0.139,-0.013,0.041,0.116
'0:00.842',0.134,0.122,0.148,-0.008,0.047,0.126
'0:00.844',0.128,0.129,0.144,-0.003,0.048,0.128
'0:00.846',0.113,0.126,0.128,-0.001,0.043,0.121
'0:00.848',0.115,0.116,0.107,-0.003,0.036,0.110
'0:00.850',0.095,0.103,0.089,-0.007,0.030,0.096
