'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:00.086',1.515,2.001,1.065,3.040,2.473,2.006
'0:00.088',1.523,1.990,1.056,3.015,2.462,1.995
'0:00.090',1.509,1.975,1.047,2.974,2.453,1.976
'0:00.092',1.490,1.952,1.033,2.933,2.436,1.947
'0:00.094',1.466,1.920,1.012,2.887,2.400,1.909
'0:00.096',1.433,1.878,0.985,2.828,2.341,1.863
'0:00.098',1.433,1.830,0.954,2.761,2.278,1.815
'0:00.100',1.446,1.784,0.927,2.704,2.227,1.774
'0:00.102',1.427,1.747,0.911,2.676,2.191,1.744
'0:00.104',1.417,1.722,0.910,2.672,2.158,1.725
'0:00.106',1.405,1.707,0.915,2.666,2.131,1.712
'0:00.108',1.423,1.695,0.916,2.635,2.110,1.700
'0:00.110',1.429,1.682,0.914,2.580,2.094,1.686
'0:00.112',1.434,1.666,0.918,2.521,2.077,1.665
'0:00.114',1.436,1.643,0.926,2.481,2.058,1.638
'0:00.116',1.446,1.616,0.931,2.462,2.041,1.613
'0:00.118',1.478,1.593,0.928,2.453,2.034,1.595
'0:00.120',1.466,1.579,0.926,2.434,2.026,1.586
'0:00.122',1.476,1.571,0.937,2.398,2.005,1.578
'0:00.124',1.477,1.563,0.951,2.356,1.979,1.568
'0:00.126',1.489,1.555,0.957,2.327,1.966,1.558
'0:00.128',1.481,1.546,0.954,2.311,1.961,1.549
'0:00.130',1.471,1.536,0.948,2.291,1.951,1.537
'0:00.132',1.475,1.520,0.941,2.263,1.923,1.520
'0:00.134',1.461,1.502,0.930,2.236,1.887,1.502
'0:00.136',1.451,1.487,0.914,2.222,1.855,1.489
'0:00.138',1.441,1.473,0.894,2.214,1.830,1.474
'0:00.140',1.413,1.457,0.874,2.201,1.803,1.456
'0:00.142',1.426,1.439,0.859,2.176,1.777,1.436
'0:00.144',1.411,1.422,0.852,2.155,1.756,1.423
'0:00.146',1.395,1.412,0.851,2.153,1.741,1.415
'0:00.148',1.383,1.405,0.849,2.166,1.724,1.409
'0:00.150',1.376,1.395,0.840,2.162,1.700,1.395
'0:00.152',1.374,1.379,0.823,2.096,1.671,1.379
'0:00.154',1.385,1.364,0.809,1.981,1.641,1.364
'0:00.156',1.375,1.351,0.806,1.876,1.618,1.352
'0:00.158',1.367,1.337,0.809,1.832,1.603,1.338
'0:00.160',1.357,1.322,0.810,1.833,1.591,1.321
'0:00.162',1.345,1.305,0.803,1.840,1.574,1.304
'0:00.164',1.342,1.289,0.788,1.838,1.553,1.288
'0:00.166',1.342,1.276,0.773,1.843,1.536,1.279
'0:00.168',1.350,1.270,0.767,1.855,1.528,1.277
'0:00.170',1.329,1.271,0.769,1.850,1.521,1.278
'0:00.172',1.308,1.270,0.772,1.807,1.505,1.273
'0:00.174',1.279,1.256,0.764,1.750,1.480,1.250
'0:00.176',1.258,1.225,0.738,1.715,1.455,1.211
'0:00.178',1.228,1.179,0.699,1.713,1.434,1.160
'0:00.180',1.213,1.126,0.655,1.723,1.413,1.102
'0:00.182',1.193,1.069,0.616,1.736,1.385,1.046
'0:00.184',1.183,1.017,0.590,1.741,1.351,0.999
'0:00.186',1.152,0.978,0.580,1.735,1.317,0.973
'0:00.188',1.141,0.962,0.582,1.718,1.294,0.969
'0:00.190',1.123,0.969,0.586,1.698,1.286,0.985
'0:00.192',1.116,0.990,0.584,1.679,1.288,1.007
'0:00.194',1.125,1.011,0.574,1.656,1.289,1.027
'0:00.196',1.123,1.026,0.564,1.629,1.282,1.036
'0:00.198',1.141,1.031,0.563,1.605,1.273,1.037
'0:00.200',1.125,1.027,0.570,1.588,1.260,1.029
'0:00.202',1.094,1.018,0.572,1.584,1.249,1.016
'0:00.204',1.102,1.000,0.561,1.586,1.236,0.993
'0:00.206',1.117,0.974,0.537,1.581,1.221,0.967
'0:00.208',1.092,0.952,0.526,1.557,1.209,0.953
'0:00.210',1.103,0.944,0.536,1.521,1.201,0.950
'0:00.212',1.109,0.943,0.552,1.485,1.186,0.944
'0:00.214',1.088,0.932,0.558,1.463,1.161,0.927
'0:00.216',1.098,0.911,0.559,1.450,1.131,0.904
'0:00.218',1.098,0.889,0.560,1.436,1.101,0.884
'0:00.220',1.076,0.872,0.564,1.415,1.069,0.869
'0:00.222',1.047,0.858,0.561,1.397,1.039,0.855
'0:00.224',1.029,0.843,0.531,1.391,1.018,0.842
'0:00.226',1.019,0.834,0.475,1.395,1.010,0.837
'0:00.228',1.025,0.835,0.429,1.395,1.014,0.845
'0:00.230',1.006,0.845,0.426,1.389,1.023,0.854
'0:00.232',0.973,0.852,0.448,1.388,1.030,0.855
'0:00.234',0.973,0.848,0.463,1.394,1.031,0.848
'0:00.236',0.953,0.836,0.457,1.396,1.023,0.833
'0:00.238',0.936,0.822,0.445,1.386,1.004,0.820
'0:00.240',0.946,0.811,0.439,1.366,0.984,0.810
'0:00.242',0.987,0.801,0.436,1.341,0.967,0.802
'0:00.244',0.966,0.793,0.432,1.319,0.956,0.795
'0:00.246',0.963,0.784,0.431,1.306,0.946,0.786
'0:00.248',0.971,0.776,0.436,1.305,0.936,0.776
'0:00.250',0.988,0.770,0.449,1.318,0.926,0.772
'0:00.252',0.999,0.769,0.473,1.333,0.921,0.776
'0:00.254',0.994,0.775,0.503,1.341,0.922,0.782
'0:00.256',0.986,0.780,0.520,1.337,0.921,0.782
'0:00.258',0.994,0.772,0.519,1.317,0.905,0.765
'0:00.260',0.975,0.746,0.505,1.288,0.876,0.734
'0:00.262',0.980,0.714,0.489,1.261,0.848,0.703
'0:00.264',0.980,0.686,0.471,1.239,0.832,0.681
'0:00.266',0.978,0.671,0.456,1.218,0.825,0.671
'0:00.268',0.951,0.665,0.454,1.201,0.816,0.665
'0:00.270',0.914,0.658,0.463,1.190,0.802,0.656
'0:00.272',0.913,0.643,0.464,1.186,0.782,0.636
'0:00.274',0.914,0.618,0.447,1.184,0.763,0.609
'0:00.276',0.921,0.590,0.428,1.178,0.750,0.582
'0:00.278',0.913,0.570,0.426,1.164,0.746,0.570
'0:00.280',0.912,0.568,0.441,1.150,0.750,0.575
'0:00.282',0.921,0.577,0.457,1.148,0.757,0.587
'0:00.284',0.916,0.589,0.464,1.158,0.765,0.596
'0:00.286',0.907,0.596,0.466,1.169,0.766,0.601
'0:00.288',0.889,0.598,0.469,1.168,0.756,0.599
'0:00.290',0.876,0.589,0.469,1.159,0.733,0.581
'0:00.292',0.872,0.564,0.450,1.145,0.706,0.552
'0:00.294',0.830,0.534,0.416,1.126,0.687,0.525
'0:00.296',0.817,0.514,0.380,1.104,0.676,0.511
'0:00.298',0.804,0.505,0.353,1.082,0.666,0.505
'0:00.300',0.786,0.499,0.340,1.066,0.651,0.500
'0:00.302',0.774,0.492,0.338,1.061,0.637,0.493
'0:00.304',0.754,0.485,0.340,1.056,0.626,0.485
'0:00.306',0.745,0.477,0.344,1.041,0.618,0.477
'0:00.308',0.735,0.471,0.349,1.020,0.614,0.474
'0:00.310',0.734,0.469,0.350,1.007,0.607,0.470
'0:00.312',0.725,0.460,0.342,1.011,0.594,0.458
'0:00.314',0.731,0.444,0.328,1.010,0.570,0.440
'0:00.316',0.712,0.426,0.317,0.990,0.536,0.423
'0:00.318',0.678,0.412,0.308,0.951,0.506,0.409
'0:00.320',0.691,0.400,0.297,0.917,0.486,0.396
'0:00.322',0.700,0.389,0.283,0.909,0.483,0.389
'0:00.324',0.684,0.389,0.282,0.923,0.497,0.397
'0:00.326',0.682,0.405,0.302,0.941,0.518,0.416
'0:00.328',0.690,0.422,0.329,0.943,0.527,0.429
'0:00.330',0.698,0.428,0.346,0.932,0.521,0.429
'0:00.332',0.693,0.423,0.354,0.927,0.509,0.423
'0:00.334',0.691,0.418,0.358,0.933,0.504,0.416
'0:00.336',0.701,0.411,0.354,0.949,0.511,0.411
'0:00.338',0.724,0.404,0.348,0.962,0.521,0.404
'0:00.340',0.726,0.398,0.348,0.968,0.524,0.399
'0:00.342',0.731,0.394,0.362,0.964,0.515,0.398
'0:00.344',0.737,0.397,0.389,0.952,0.497,0.404
'0:00.346',0.731,0.405,0.420,0.940,0.478,0.412
'0:00.348',0.715,0.414,0.440,0.932,0.469,0.419
'0:00.350',0.726,0.418,0.439,0.937,0.471,0.419
'0:00.352',0.727,0.417,0.425,0.953,0.481,0.416
'0:00.354',0.725,0.414,0.415,0.972,0.488,0.413
'0:00.356',0.716,0.409,0.411,0.987,0.487,0.407
'0:00.358',0.715,0.402,0.406,0.991,0.481,0.399
'0:00.360',0.701,0.390,0.402,0.980,0.476,0.387
'0:00.362',0.683,0.380,0.402,0.960,0.476,0.377
'0:00.364',0.692,0.374,0.409,0.944,0.483,0.372
'0:00.366',0.700,0.373,0.419,0.952,0.492,0.378
'0:00.368',0.693,0.382,0.435,0.988,0.508,0.394
'0:00.370',0.678,0.400,0.447,1.038,0.529,0.413
'0:00.372',0.676,0.417,0.447,1.076,0.543,0.423
'0:00.374',0.679,0.417,0.434,1.080,0.531,0.413
'0:00.376',0.687,0.399,0.421,1.045,0.497,0.391
'0:00.378',0.676,0.379,0.421,0.991,0.464,0.374
'0:00.380',0.684,0.371,0.427,0.960,0.452,0.374
'0:00.382',0.689,0.378,0.438,0.982,0.461,0.385
'0:00.384',0.702,0.391,0.453,1.047,0.478,0.401
'0:00.386',0.710,0.409,0.479,1.109,0.495,0.421
'0:00.388',0.717,0.429,0.516,1.129,0.510,0.442
'0:00.390',0.737,0.449,0.550,1.108,0.522,0.458
'0:00.392',0.740,0.457,0.566,1.065,0.524,0.456
'0:00.394',0.740,0.449,0.570,1.026,0.521,0.445
'0:00.396',0.744,0.438,0.565,1.013,0.515,0.434
'0:00.398',0.743,0.426,0.559,1.038,0.510,0.424
'0:00.400',0.744,0.417,0.556,1.083,0.507,0.416
'0:00.402',0.731,0.412,0.555,1.115,0.502,0.416
'0:00.404',0.698,0.418,0.556,1.106,0.492,0.423
'0:00.406',0.684,0.427,0.555,1.065,0.483,0.432
'0:00.408',0.685,0.431,0.550,1.021,0.477,0.432
'0:00.410',0.635,0.429,0.545,0.997,0.477,0.426
'0:00.412',0.587,0.418,0.538,0.992,0.473,0.409
'0:00.414',0.504,0.393,0.507,0.990,0.447,0.368
'0:00.416',0.463,0.337,0.433,0.964,0.391,0.300
'0:00.418',0.406,0.257,0.329,0.903,0.308,0.213
'0:00.420',0.362,0.168,0.234,0.819,0.218,0.129
'0:00.422',0.356,0.091,0.177,0.726,0.135,0.061
'0:00.424',0.296,0.031,0.163,0.633,0.060,0.009
'0:00.426',0.302,-0.017,0.178,0.526,-0.022,-0.039
'0:00.428',0.351,-0.063,0.206,0.402,-0.114,-0.083
'0:00.430',0.435,-0.101,0.254,0.277,-0.191,-0.108
'0:00.432',0.601,-0.106,0.351,0.182,-0.220,-0.090
'0:00.434',0.796,-0.064,0.514,0.135,-0.190,-0.021
'0:00.436',1.041,0.032,0.735,0.126,-0.110,0.098
'0:00.438',1.297,0.176,1.011,0.144,0.011,0.264
'0:00.440',1.513,0.362,1.331,0.185,0.167,0.465
'0:00.442',1.723,0.570,1.661,0.246,0.339,0.672
'0:00.444',1.880,0.767,1.945,0.327,0.499,0.853
'0:00.446',1.969,0.926,2.131,0.465,0.647,0.993
'0:00.448',1.991,1.047,2.187,0.701,0.801,1.102
'0:00.450',2.039,1.145,2.126,1.039,0.980,1.195
'0:00.452',2.000,1.236,2.004,1.426,1.174,1.282
'0:00.454',1.920,1.321,1.887,1.784,1.356,1.363
'0:00.456',1.775,1.395,1.796,2.054,1.489,1.419
'0:00.458',1.617,1.431,1.714,2.202,1.541,1.428
'0:00.460',1.447,1.411,1.621,2.215,1.507,1.378
'0:00.462',1.298,1.331,1.516,2.119,1.409,1.275
'0:00.464',1.168,1.209,1.407,1.957,1.273,1.138
'0:00.466',1.092,1.064,1.294,1.770,1.116,0.987
'0:00.468',1.000,0.911,1.181,1.588,0.956,0.839
'0:00.470',0.881,0.769,1.076,1.430,0.810,0.709
'0:00.472',0.795,0.651,0.981,1.307,0.691,0.603
'0:00.474',0.709,0.558,0.899,1.215,0.598,0.517
'0:00.476',0.644,0.479,0.825,1.141,0.521,0.442
'0:00.478',0.581,0.410,0.765,1.076,0.460,0.384
'0:00.480',0.532,0.360,0.725,1.033,0.422,0.343
'0:00.482',0.499,0.326,0.703,1.032,0.410,0.318
'0:00.484',0.476,0.308,0.696,1.065,0.417,0.306
'0:00.486',0.475,0.305,0.700,1.099,0.434,0.309
'0:00.488',0.457,0.314,0.709,1.108,0.444,0.321
'0:00.490',0.468,0.326,0.719,1.098,0.441,0.332
'0:00.492',0.468,0.334,0.730,1.087,0.430,0.336
'0:00.494',0.475,0.336,0.743,1.086,0.427,0.337
'0:00.496',0.464,0.338,0.758,1.094,0.436,0.338
'0:00.498',0.443,0.338,0.767,1.108,0.449,0.339
'0:00.500',0.439,0.338,0.766,1.120,0.461,0.340
'0:00.502',0.418,0.338,0.755,1.124,0.470,0.340
'0:00.504',0.403,0.340,0.742,1.130,0.479,0.344
'0:00.506',0.384,0.347,0.736,1.138,0.485,0.350
'0:00.508',0.355,0.352,0.733,1.140,0.483,0.355
'0:00.510',0.322,0.353,0.729,1.129,0.474,0.351
'0:00.512',0.292,0.347,0.717,1.114,0.463,0.343
'0:00.514',0.256,0.340,0.699,1.101,0.455,0.334
'0:00.516',0.233,0.328,0.676,1.093,0.444,0.322
'0:00.518',0.221,0.314,0.655,1.084,0.428,0.306
'0:00.520',0.190,0.297,0.639,1.071,0.407,0.289
'0:00.522',0.186,0.283,0.631,1.056,0.394,0.279
'0:00.524',0.165,0.278,0.634,1.050,0.400,0.280
'0:00.526',0.150,0.284,0.646,1.056,0.422,0.288
'0:00.528',0.152,0.296,0.663,1.071,0.451,0.302
'0:00.530',0.151,0.312,0.676,1.082,0.479,0.323
'0:00.532',0.152,0.333,0.690,1.085,0.502,0.347
'0:00.534',0.152,0.357,0.708,1.086,0.518,0.368
'0:00.536',0.140,0.372,0.726,1.097,0.521,0.376
'0:00.538',0.134,0.374,0.736,1.120,0.516,0.372
'0:00.540',0.133,0.366,0.732,1.145,0.509,0.361
'0:00.542',0.125,0.357,0.724,1.163,0.509,0.356
'0:00.544',0.121,0.358,0.727,1.161,0.521,0.363
'0:00.546',0.113,0.369,0.745,1.135,0.534,0.379
'0:00.548',0.086,0.386,0.768,1.095,0.547,0.395
'0:00.550',0.037,0.399,0.780,1.058,0.561,0.402
'0:00.552',0.017,0.401,0.766,1.041,0.577,0.400
'0:00.554',-0.019,0.394,0.732,1.046,0.590,0.388
'0:00.556',-0.039,0.380,0.695,1.054,0.589,0.371
'0:00.558',-0.073,0.362,0.668,1.051,0.577,0.353
'0:00.560',-0.119,0.345,0.647,1.034,0.561,0.337
'0:00.562',-0.155,0.331,0.627,1.014,0.546,0.326
'0:00.564',-0.210,0.321,0.608,0.999,0.536,0.321
'0:00.566',-0.224,0.319,0.594,0.996,0.533,0.319
'0:00.568',-0.264,0.318,0.589,1.001,0.532,0.314
'0:00.570',-0.308,0.307,0.586,1.006,0.527,0.298
'0:00.572',-0.349,0.282,0.571,1.007,0.513,0.267
'0:00.574',-0.382,0.243,0.534,1.009,0.490,0.221
'0:00.576',-0.402,0.195,0.489,1.008,0.461,0.176
'0:00.578',-0.407,0.161,0.461,0.994,0.435,0.155
'0:00.580',-0.437,0.160,0.461,0.960,0.421,0.173
'0:00.582',-0.460,0.193,0.480,0.922,0.431,0.216
'0:00.584',-0.486,0.239,0.501,0.900,0.457,0.261
'0:00.586',-0.517,0.281,0.511,0.893,0.487,0.297
'0:00.588',-0.536,0.309,0.509,0.886,0.510,0.318
'0:00.590',-0.544,0.322,0.502,0.871,0.521,0.326
'0:00.592',-0.570,0.324,0.489,0.852,0.526,0.322
'0:00.594',-0.584,0.318,0.469,0.833,0.528,0.314
'0:00.596',-0.602,0.309,0.449,0.818,0.524,0.306
'0:00.598',-0.646,0.303,0.441,0.806,0.511,0.303
'0:00.600',-0.678,0.304,0.446,0.793,0.496,0.307
'0:00.602',-0.714,0.309,0.451,0.780,0.490,0.311
'0:00.604',-0.778,0.309,0.440,0.763,0.491,0.308
'0:00.606',-0.826,0.301,0.408,0.742,0.493,0.294
'0:00.608',-0.855,0.285,0.360,0.724,0.495,0.273
'0:00.610',-0.883,0.267,0.312,0.719,0.493,0.256
'0:00.612',-0.924,0.251,0.282,0.728,0.490,0.245
'0:00.614',-0.951,0.243,0.270,0.738,0.489,0.242
'0:00.616',-1.006,0.244,0.264,0.729,0.496,0.250
'0:00.618',-1.016,0.256,0.261,0.701,0.513,0.267
'0:00.620',-1.049,0.275,0.264,0.667,0.532,0.286
'0:00.622',-1.053,0.295,0.274,0.646,0.545,0.305
'0:00.624',-1.051,0.314,0.284,0.641,0.553,0.327
'0:00.626',-1.066,0.338,0.296,0.643,0.563,0.354
'0:00.628',-1.084,0.366,0.306,0.645,0.578,0.380
'0:00.630',-1.101,0.389,0.311,0.641,0.596,0.395
'0:00.632',-1.127,0.399,0.310,0.630,0.605,0.394
'0:00.634',-1.153,0.390,0.302,0.606,0.600,0.380
'0:00.636',-1.190,0.369,0.285,0.566,0.584,0.359
'0:00.638',-1.228,0.347,0.260,0.512,0.569,0.341
'0:00.640',-1.257,0.334,0.236,0.459,0.561,0.333
'0:00.642',-1.291,0.333,0.218,0.429,0.564,0.339
'0:00.644',-1.326,0.345,0.207,0.427,0.577,0.354
'0:00.646',-1.357,0.365,0.203,0.434,0.595,0.372
'0:00.648',-1.392,0.385,0.199,0.436,0.611,0.391
'0:00.650',-1.417,0.404,0.193,0.437,0.623,0.411
'0:00.652',-1.450,0.421,0.187,0.437,0.628,0.429
'0:00.654',-1.504,0.436,0.179,0.430,0.623,0.442
'0:00.656',-1.534,0.443,0.157,0.411,0.614,0.445
'0:00.658',-1.559,0.440,0.120,0.381,0.607,0.440
'0:00.660',-1.594,0.432,0.085,0.347,0.601,0.429
'0:00.662',-1.622,0.424,0.065,0.316,0.596,0.421
'0:00.664',-1.650,0.420,0.064,0.299,0.600,0.421
'0:00.666',-1.648,0.429,0.074,0.292,0.618,0.437
'0:00.668',-1.711,0.451,0.093,0.291,0.644,0.461
'0:00.670',-1.753,0.476,0.109,0.287,0.671,0.486
'0:00.672',-1.768,0.494,0.103,0.276,0.688,0.499
'0:00.674',-1.774,0.502,0.076,0.254,0.686,0.501
'0:00.676',-1.815,0.498,0.047,0.218,0.662,0.494
'0:00.678',-1.850,0.490,0.031,0.173,0.635,0.486
'0:00.680',-1.897,0.483,0.017,0.129,0.618,0.482
'0:00.682',-1.926,0.480,-0.007,0.096,0.618,0.481
'0:00.684',-1.969,0.481,-0.032,0.079,0.626,0.487
'0:00.686',-2.023,0.491,-0.050,0.067,0.636,0.502
'0:00.688',-2.063,0.510,-0.056,0.045,0.645,0.522
'0:00.690',-2.101,0.530,-0.067,0.017,0.648,0.538
'0:00.692',-2.158,0.539,-0.091,-0.006,0.649,0.540
'0:00.694',-2.207,0.535,-0.126,-0.022,0.651,0.531
'0:00.696',-2.246,0.524,-0.166,-0.040,0.653,0.518
'0:00.698',-2.297,0.510,-0.202,-0.062,0.645,0.501
'0:00.700',-2.343,0.489,-0.232,-0.080,0.632,0.480
'0:00.702',-2.390,0.470,-0.260,-0.081,0.623,0.468
'0:00.704',-2.449,0.466,-0.284,-0.059,0.628,0.472
'0:00.706',-2.523,0.478,-0.304,-0.028,0.645,0.487
'0:00.708',-2.587,0.494,-0.329,-0.010,0.663,0.502
'0:00.710',-2.636,0.505,-0.373,-0.030,0.682,0.509
'0:00.712',-2.713,0.508,-0.434,-0.081,0.699,0.508
'0:00.714',-2.765,0.503,-0.496,-0.133,0.708,0.499
'0:00.716',-2.849,0.489,-0.551,-0.159,0.705,0.481
'0:00.718',-2.906,0.471,-0.596,-0.156,0.698,0.460
'0:00.720',-2.981,0.450,-0.641,-0.144,0.696,0.441
'0:00.722',-3.031,0.434,-0.687,-0.142,0.696,0.428
'0:00.724',-3.094,0.429,-0.727,-0.156,0.700,0.430
'0:00.726',-3.134,0.439,-0.750,-0.169,0.710,0.446
'0:00.728',-3.172,0.457,-0.761,-0.164,0.732,0.466
'0:00.730',-3.211,0.478,-0.774,-0.145,0.766,0.487
'0:00.732',-3.252,0.496,-0.790,-0.130,0.805,0.506
'0:00.734',-3.297,0.511,-0.809,-0.126,0.833,0.520
'0:00.736',-3.336,0.523,-0.831,-0.129,0.840,0.524
'0:00.738',-3.373,0.526,-0.859,-0.139,0.830,0.523
'0:00.740',-3.410,0.523,-0.890,-0.157,0.815,0.520
'0:00.742',-3.471,0.521,-0.920,-0.174,0.806,0.518
'0:00.744',-3.517,0.519,-0.949,-0.186,0.804,0.516
'0:00.746',-3.556,0.517,-0.978,-0.193,0.807,0.511
'0:00.748',-3.592,0.511,-1.003,-0.203,0.819,0.510
'0:00.750',-3.654,0.513,-1.020,-0.217,0.836,0.519
'0:00.752',-3.691,0.526,-1.035,-0.238,0.851,0.534
'0:00.754',-3.728,0.540,-1.056,-0.264,0.857,0.545
'0:00.756',-3.761,0.544,-1.082,-0.295,0.851,0.541
'0:00.758',-3.803,0.534,-1.106,-0.326,0.836,0.526
'0:00.760',-3.833,0.518,-1.123,-0.350,0.821,0.512
'0:00.762',-3.857,0.509,-1.139,-0.358,0.821,0.511
'0:00.764',-3.889,0.518,-1.151,-0.350,0.839,0.529
'0:00.766',-3.923,0.541,-1.158,-0.327,0.870,0.554
'0:00.768',-3.958,0.565,-1.161,-0.300,0.901,0.574
'0:00.770',-3.987,0.579,-1.168,-0.287,0.920,0.583
'0:00.772',-4.029,0.585,-1.179,-0.306,0.920,0.585
'0:00.774',-4.080,0.583,-1.200,-0.359,0.906,0.576
'0:00.776',-4.117,0.567,-1.236,-0.423,0.887,0.556
'0:00.778',-4.147,0.542,-1.279,-0.476,0.871,0.531
'0:00.780',-4.200,0.518,-1.316,-0.513,0.860,0.511
'0:00.782',-4.241,0.506,-1.340,-0.536,0.855,0.503
'0:00.784',-4.283,0.505,-1.358,-0.549,0.860,0.506
'0:00.786',-4.324,0.512,-1.374,-0.561,0.874,0.520
'0:00.788',-4.380,0.527,-1.391,-0.575,0.891,0.536
'0:00.790',-4.431,0.538,-1.410,-0.596,0.900,0.541
'0:00.792',-4.453,0.537,-1.441,-0.622,0.899,0.531
'0:00.794',-4.470,0.524,-1.476,-0.650,0.890,0.515
'0:00.796',-4.505,0.510,-1.503,-0.677,0.879,0.506
'0:00.798',-4.551,0.503,-1.511,-0.704,0.873,0.505
'0:00.800',-4.575,0.506,-1.514,-0.725,0.877,0.510
'0:00.802',-4.604,0.512,-1.522,-0.736,0.887,0.516
'0:00.804',-4.654,0.521,-1.538,-0.736,0.901,0.522
'0:00.806',-4.696,0.526,-1.556,-0.734,0.914,0.526
'0:00.808',-4.729,0.525,-1.583,-0.739,0.925,0.523
'0:00.810',-4.736,0.519,-1.620,-0.750,0.931,0.517
'0:00.812',-4.766,0.514,-1.651,-0.759,0.930,0.511
'0:00.814',-4.805,0.510,-1.663,-0.763,0.928,0.508
'0:00.816',-4.831,0.505,-1.662,-0.768,0.925,0.503
'0:00.818',-4.840,0.499,-1.659,-0.791,0.916,0.496
'0:00.820',-4.855,0.493,-1.659,-0.825,0.914,0.494
'0:00.822',-4.871,0.498,-1.656,-0.845,0.928,0.503
'0:00.824',-4.873,0.512,-1.645,-0.839,0.954,0.520
'0:00.826',-4.868,0.530,-1.632,-0.826,0.982,0.536
'0:00.828',-4.882,0.541,-1.620,-0.821,1.001,0.545
'0:00.830',-4.904,0.545,-1.616,-0.828,1.010,0.545
'0:00.832',-4.931,0.541,-1.621,-0.848,1.009,0.537
'0:00.834',-4.960,0.530,-1.637,-0.884,0.996,0.521
'0:00.836',-4.982,0.510,-1.664,-0.932,0.973,0.499
'0:00.838',-5.000,0.489,-1.694,-0.981,0.945,0.481
'0:00.840',-5.045,0.474,-1.716,-1.018,0.923,0.471
'0:00.842',-5.090,0.469,-1.731,-1.050,0.914,0.468
'0:00.844',-5.132,0.467,-1.748,-1.081,0.911,0.465
'0:00.846',-5.171,0.461,-1.776,-1.113,0.903,0.456
'0:00.848',-5.196,0.447,-1.809,-1.146,0.887,0.437
'0:00.850',-5.232,0.427,-1.834,-1.182,0.866,0.418
'0:00.852',-5.270,0.408,-1.851,-1.214,0.848,0.401
'0:00.854',-5.301,0.393,-1.868,-1.228,0.834,0.388
'0:00.856',-5.336,0.380,-1.892,-1.228,0.820,0.372
'0:00.858',-5.369,0.362,-1.921,-1.239,0.798,0.352
'0:00.860',-5.435,0.340,-1.946,-1.273,0.766,0.326
'0:00.862',-5.461,0.311,-1.973,-1.321,0.735,0.297
'0:00.864',-5.481,0.284,-2.010,-1.361,0.717,0.274
'0:00.866',-5.516,0.269,-2.052,-1.381,0.715,0.266
'0:00.868',-5.536,0.271,-2.076,-1.372,0.727,0.276
