'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:00.312',1.374,-0.062,-0.153,-0.164,-0.189,-0.307
'0:00.313',1.360,-0.085,-0.166,-0.163,-0.191,-0.309
'0:00.314',1.333,-0.105,-0.179,-0.161,-0.193,-0.309
'0:00.315',1.283,-0.126,-0.192,-0.164,-0.196,-0.308
'0:00.316',1.189,-0.145,-0.205,-0.170,-0.199,-0.306
'0:00.317',1.060,-0.166,-0.220,-0.180,-0.206,-0.303
'0:00.318',0.908,-0.187,-0.236,-0.194,-0.214,-0.301
'0:00.319',0.761,-0.212,-0.254,-0.211,-0.225,-0.298
'0:00.320',0.651,-0.237,-0.273,-0.231,-0.236,-0.296
'0:00.321',0.561,-0.260,-0.292,-0.251,-0.249,-0.296
'0:00.322',0.462,-0.282,-0.309,-0.269,-0.260,-0.295
'0:00.323',0.376,-0.299,-0.322,-0.284,-0.270,-0.294
'0:00.324',0.299,-0.310,-0.333,-0.294,-0.277,-0.292
'0:00.325',0.214,-0.316,-0.337,-0.301,-0.280,-0.289
'0:00.326',0.142,-0.316,-0.336,-0.301,-0.280,-0.285
'0:00.327',0.076,-0.314,-0.331,-0.297,-0.275,-0.278
'0:00.328',0.001,-0.308,-0.324,-0.290,-0.267,-0.269
'0:00.329',-0.070,-0.302,-0.313,-0.278,-0.255,-0.258
'0:00.330',-0.128,-0.296,-0.302,-0.264,-0.242,-0.244
'0:00.331',-0.180,-0.289,-0.290,-0.248,-0.226,-0.228
'0:00.332',-0.226,-0.281,-0.279,-0.231,-0.208,-0.211
'0:00.333',-0.271,-0.275,-0.267,-0.212,-0.191,-0.194
'0:00.334',-0.289,-0.265,-0.255,-0.195,-0.173,-0.178
'0:00.335',-0.265,-0.254,-0.244,-0.178,-0.156,-0.162
'0:00.336',-0.232,-0.243,-0.232,-0.161,-0.140,-0.148
'0:00.337',-0.184,-0.230,-0.220,-0.147,-0.127,-0.136
'0:00.338',-0.115,-0.214,-0.209,-0.134,-0.116,-0.128
'0:00.339',-0.046,-0.199,-0.196,-0.124,-0.105,-0.120
'0:00.340',-0.001,-0.181,-0.183,-0.116,-0.098,-0.114
'0:00.341',0.017,-0.164,-0.170,-0.108,-0.092,-0.110
'0:00.342',0.032,-0.146,-0.156,-0.100,-0.086,-0.105
'0:00.343',0.057,-0.127,-0.141,-0.093,-0.081,-0.100
'0:00.344',0.073,-0.108,-0.126,-0.086,-0.074,-0.094
'0:00.345',0.070,-0.091,-0.112,-0.078,-0.070,-0.088
'0:00.346',0.075,-0.078,-0.099,-0.071,-0.063,-0.079
'0:00.347',0.084,-0.069,-0.090,-0.064,-0.056,-0.071
'0:00.348',0.087,-0.065,-0.082,-0.056,-0.049,-0.062
'0:00.349',0.080,-0.066,-0.078,-0.049,-0.042,-0.054
'0:00.350',0.080,-0.072,-0.075,-0.044,-0.036,-0.046
'0:00.351',0.088,-0.081,-0.076,-0.039,-0.029,-0.040
'0:00.352',0.084,-0.092,-0.078,-0.035,-0.024,-0.034
'0:00.353',0.060,-0.102,-0.082,-0.032,-0.020,-0.030
'0:00.354',0.056,-0.110,-0.086,-0.029,-0.017,-0.027
'0:00.355',0.066,-0.113,-0.090,-0.028,-0.014,-0.026
'0:00.356',0.054,-0.113,-0.093,-0.026,-0.014,-0.025
'0:00.357',0.042,-0.110,-0.094,-0.025,-0.014,-0.024
'0:00.358',0.057,-0.104,-0.091,-0.025,-0.014,-0.026
'0:00.359',0.076,-0.097,-0.088,-0.025,-0.017,-0.027
'0:00.360',0.080,-0.089,-0.082,-0.025,-0.018,-0.030
'0:00.361',0.070,-0.081,-0.074,-0.025,-0.020,-0.034
'0:00.362',0.066,-0.073,-0.066,-0.025,-0.022,-0.037
'0:00.363',0.073,-0.066,-0.056,-0.026,-0.024,-0.041
'0:00.364',0.072,-0.061,-0.046,-0.027,-0.026,-0.044
'0:00.365',0.064,-0.059,-0.038,-0.028,-0.027,-0.047
'0:00.366',0.070,-0.057,-0.033,-0.029,-0.028,-0.048
'0:00.367',0.076,-0.058,-0.029,-0.030,-0.027,-0.047
'0:00.368',0.082,-0.060,-0.029,-0.030,-0.027,-0.043
'0:00.369',0.084,-0.064,-0.031,-0.028,-0.025,-0.039
'0:00.370',0.081,-0.070,-0.036,-0.028,-0.023,-0.035
'0:00.371',0.087,-0.077,-0.042,-0.026,-0.020,-0.029
'0:00.372',0.091,-0.086,-0.050,-0.026,-0.019,-0.025
'0:00.373',0.081,-0.096,-0.057,-0.024,-0.017,-0.023
'0:00.374',0.081,-0.105,-0.065,-0.024,-0.015,-0.020
'0:00.375',0.098,-0.113,-0.071,-0.024,-0.014,-0.019
'0:00.376',0.096,-0.115,-0.075,-0.024,-0.013,-0.018
'0:00.377',0.086,-0.114,-0.077,-0.024,-0.012,-0.018
'0:00.378',0.089,-0.110,-0.077,-0.026,-0.012,-0.019
'0:00.379',0.094,-0.101,-0.075,-0.027,-0.013,-0.021
'0:00.380',0.093,-0.090,-0.072,-0.029,-0.014,-0.024
